user_id,signup_date,country,device,acquisition_channel
96,2024-01-13,,desktop,organic
97,2024-01-17,US,Mobile,organic
98,2024-02-24,India,desktop,referral
99,2024-01-23,US,MOBILE,organic
100,2024-02-27,UK,Mobile,organic
101,2024-02-17,India,mobile,organic
102,2024-01-16,US,MOBILE,ads
103,2024-01-22,UK,Mobile,organic
104,2024-01-16,India,desktop,organic
105,2024-03-18,India,Mobile,organic
106,2024-03-02,UK,MOBILE,organic
107,2024-03-30,US,Mobile,organic
108,2024-01-23,India,desktop,ads
109,2024-02-03,India,desktop,ads
110,2024-02-27,US,MOBILE,ads
111,2024-01-04,UK,MOBILE,ads
112,2024-02-01,UK,MOBILE,ads
113,2024-02-04,UK,mobile,referral
114,2024-02-12,UK,Mobile,referral
115,2024-02-09,UK,MOBILE,organic
116,2024-01-12,India,desktop,organic
117,2024-02-04,US,desktop,organic
118,2024-01-26,UK,desktop,referral
119,2024-01-07,India,mobile,organic
120,2024-03-15,UK,MOBILE,organic
121,2024-02-05,India,mobile,ads
122,2024-02-18,UK,MOBILE,organic
123,2024-01-24,UK,MOBILE,referral
124,2024-02-24,UK,mobile,organic
125,2024-01-30,UK,desktop,organic
126,2024-03-29,US,Mobile,organic
127,2024-01-12,,Mobile,organic
128,2024-03-11,,Mobile,referral
129,2024-03-23,US,MOBILE,organic
130,2024-01-12,US,Mobile,organic
131,2024-02-22,UK,mobile,organic
132,2024-02-22,US,Mobile,referral
133,2024-01-05,UK,mobile,organic
134,2024-01-18,,mobile,ads
135,2024-01-17,India,Mobile,organic
136,2024-02-09,India,desktop,referral
137,2024-03-06,India,mobile,organic
138,2024-01-08,US,mobile,referral
139,2024-01-17,UK,mobile,ads
140,2024-02-05,US,Mobile,organic
141,2024-02-23,UK,desktop,referral
142,2024-02-08,US,mobile,organic
143,2024-02-27,UK,MOBILE,organic
144,2024-02-08,UK,mobile,organic
145,2024-03-03,US,mobile,referral
146,2024-02-07,US,desktop,organic
147,2024-02-01,US,Mobile,referral
148,2024-03-25,,mobile,organic
149,2024-01-19,,desktop,organic
150,2024-02-18,UK,Mobile,referral
151,2024-02-23,US,MOBILE,ads
152,2024-03-15,India,MOBILE,organic
153,2024-03-16,India,mobile,organic
154,2024-02-05,US,desktop,organic
155,2024-01-28,India,mobile,organic
156,2024-01-27,UK,mobile,organic
157,2024-03-24,UK,MOBILE,organic
158,2024-02-15,India,desktop,referral
159,2024-03-09,UK,desktop,organic
160,2024-01-30,UK,mobile,organic
161,2024-02-02,UK,desktop,referral
162,2024-02-18,US,desktop,organic
163,2024-03-26,UK,mobile,referral
164,2024-01-01,India,Mobile,referral
165,2024-03-21,US,mobile,referral
166,2024-02-22,US,mobile,referral
167,2024-03-14,US,mobile,organic
168,2024-01-01,,mobile,organic
169,2024-03-05,UK,MOBILE,organic
170,2024-03-12,India,desktop,ads
171,2024-01-03,US,MOBILE,referral
172,2024-01-05,India,Mobile,organic
173,2024-02-16,US,mobile,ads
174,2024-03-06,UK,Mobile,organic
175,2024-02-07,UK,desktop,organic
176,2024-02-20,UK,MOBILE,ads
177,2024-03-28,UK,desktop,ads
178,2024-02-20,UK,mobile,organic
179,2024-02-25,UK,mobile,organic
180,2024-03-28,India,desktop,organic
181,2024-03-17,India,Mobile,organic
182,2024-01-23,India,Mobile,organic
183,2024-01-16,UK,MOBILE,ads
184,2024-01-25,UK,Mobile,ads
185,2024-02-01,India,desktop,organic
186,2024-01-21,India,MOBILE,organic
187,2024-01-22,India,mobile,ads
188,2024-01-12,India,desktop,organic
189,2024-03-30,UK,mobile,organic
190,2024-02-16,UK,Mobile,ads
191,2024-03-03,US,mobile,organic
192,2024-01-01,India,Mobile,organic
193,2024-03-19,US,MOBILE,organic
194,2024-03-30,UK,desktop,organic
195,2024-01-26,India,MOBILE,organic
196,2024-01-03,UK,desktop,ads
197,2024-01-18,US,Mobile,organic
198,2024-03-04,India,mobile,organic
199,2024-02-08,US,Mobile,organic
200,2024-02-13,India,mobile,ads
201,2024-03-08,US,mobile,organic
202,2024-03-26,US,MOBILE,ads
203,2024-03-23,US,mobile,organic
204,2024-01-26,UK,Mobile,organic
205,2024-03-10,UK,mobile,organic
206,2024-01-21,India,Mobile,organic
207,2024-03-15,India,desktop,organic
208,2024-02-24,UK,Mobile,ads
209,2024-02-09,UK,MOBILE,organic
210,2024-03-06,US,Mobile,referral
211,2024-01-06,,desktop,organic
212,2024-02-20,UK,desktop,ads
213,2024-01-08,US,mobile,ads
214,2024-03-10,,MOBILE,organic
215,2024-01-20,India,Mobile,ads
216,2024-01-14,India,mobile,ads
217,2024-03-17,US,mobile,organic
218,2024-01-10,US,desktop,referral
219,2024-01-13,UK,MOBILE,organic
220,2024-03-13,UK,Mobile,organic
221,2024-02-07,US,desktop,organic
222,2024-03-09,UK,MOBILE,organic
223,2024-03-15,UK,MOBILE,organic
224,2024-01-01,UK,desktop,organic
225,2024-03-12,UK,mobile,organic
226,2024-01-30,UK,mobile,referral
227,2024-03-18,US,MOBILE,organic
228,2024-02-11,US,MOBILE,organic
229,2024-01-14,UK,mobile,organic
230,2024-01-23,US,mobile,organic
231,2024-03-06,US,MOBILE,organic
232,2024-02-08,India,desktop,organic
233,2024-02-20,US,MOBILE,organic
234,2024-01-29,US,desktop,referral
235,2024-02-05,,mobile,organic
236,2024-01-27,UK,desktop,organic
237,2024-03-06,UK,Mobile,ads
238,2024-02-07,US,Mobile,referral
239,2024-03-28,UK,Mobile,ads
240,2024-01-05,US,MOBILE,ads
241,2024-01-02,India,Mobile,ads
242,2024-02-05,UK,Mobile,organic
243,2024-01-11,,MOBILE,ads
244,2024-03-12,US,desktop,referral
245,2024-01-12,UK,MOBILE,ads
246,2024-03-29,India,MOBILE,referral
247,2024-03-16,India,MOBILE,ads
248,2024-02-06,UK,desktop,ads
249,2024-01-31,UK,desktop,organic
250,2024-03-18,UK,desktop,referral
251,2024-01-01,India,mobile,organic
252,2024-02-05,India,mobile,organic
253,2024-02-23,US,MOBILE,ads
254,2024-02-16,India,mobile,organic
255,2024-02-26,India,mobile,organic
256,2024-01-25,UK,desktop,organic
257,2024-03-22,US,Mobile,organic
258,2024-02-12,India,Mobile,organic
259,2024-01-24,US,MOBILE,organic
260,2024-03-28,US,mobile,ads
261,2024-01-22,India,desktop,ads
262,2024-03-11,,mobile,organic
263,2024-03-26,India,mobile,organic
264,2024-03-11,US,mobile,organic
265,2024-02-20,India,Mobile,organic
266,2024-01-30,India,mobile,organic
267,2024-01-16,US,desktop,organic
268,2024-02-16,US,desktop,organic
269,2024-02-07,UK,MOBILE,organic
270,2024-01-29,India,Mobile,organic
271,2024-03-14,UK,desktop,organic
272,2024-03-27,,MOBILE,ads
273,2024-01-08,India,Mobile,organic
274,2024-03-27,UK,mobile,ads
275,2024-03-07,UK,MOBILE,organic
276,2024-02-03,UK,MOBILE,ads
277,2024-02-15,UK,MOBILE,referral
278,2024-02-23,India,Mobile,organic
279,2024-03-22,India,Mobile,ads
280,2024-03-25,India,mobile,referral
281,2024-01-29,US,desktop,referral
282,2024-03-09,US,desktop,referral
283,2024-03-07,US,MOBILE,referral
284,2024-02-06,US,desktop,organic
285,2024-02-22,India,MOBILE,referral
286,2024-01-24,India,desktop,organic
287,2024-03-27,UK,mobile,organic
288,2024-03-21,India,MOBILE,ads
289,2024-01-25,India,desktop,ads
290,2024-01-04,India,mobile,organic
291,2024-03-27,UK,desktop,referral
292,2024-03-25,UK,mobile,organic
293,2024-01-17,US,desktop,referral
294,2024-03-27,India,desktop,organic
295,2024-02-26,India,Mobile,ads
296,2024-01-12,UK,mobile,organic
297,2024-02-14,UK,mobile,organic
298,2024-02-15,India,MOBILE,referral
299,2024-03-05,India,MOBILE,ads
300,2024-01-29,US,MOBILE,organic
301,2024-02-05,UK,Mobile,ads
302,2024-02-23,US,Mobile,referral
303,2024-01-22,UK,mobile,organic
304,2024-01-20,India,MOBILE,organic
305,2024-03-02,,Mobile,organic
306,2024-01-26,US,mobile,organic
307,2024-01-17,US,mobile,ads
308,2024-02-11,US,Mobile,referral
309,2024-02-13,,desktop,ads
310,2024-01-19,US,Mobile,referral
311,2024-03-01,UK,mobile,organic
312,2024-02-16,India,MOBILE,referral
313,2024-01-08,UK,mobile,ads
314,2024-03-20,UK,mobile,referral
315,2024-01-12,India,desktop,organic
316,2024-01-26,India,desktop,ads
317,2024-01-17,India,mobile,organic
318,2024-01-07,India,mobile,ads
319,2024-02-17,India,Mobile,referral
320,2024-03-22,UK,MOBILE,referral
321,2024-01-18,US,Mobile,organic
322,2024-01-31,US,MOBILE,organic
323,2024-01-03,UK,MOBILE,organic
324,2024-03-27,India,Mobile,referral
325,2024-01-04,UK,mobile,ads
326,2024-02-02,UK,desktop,referral
327,2024-03-06,India,desktop,referral
328,2024-01-13,US,MOBILE,referral
329,2024-02-08,India,mobile,ads
330,2024-03-02,US,mobile,ads
331,2024-01-10,India,Mobile,organic
332,2024-01-05,UK,mobile,organic
333,2024-01-14,India,desktop,organic
334,2024-03-02,US,MOBILE,organic
335,2024-03-19,US,mobile,organic
336,2024-03-08,India,desktop,ads
337,2024-02-12,US,Mobile,referral
338,2024-02-15,UK,desktop,ads
339,2024-01-25,UK,MOBILE,organic
340,2024-01-20,UK,desktop,ads
341,2024-03-14,India,mobile,organic
342,2024-01-03,UK,mobile,organic
343,2024-02-16,India,mobile,referral
344,2024-03-01,India,Mobile,ads
345,2024-03-02,,Mobile,referral
346,2024-01-13,India,Mobile,organic
347,2024-03-08,US,desktop,organic
348,2024-02-25,India,MOBILE,organic
349,2024-03-07,,MOBILE,organic
350,2024-03-19,UK,mobile,ads
351,2024-03-28,India,desktop,organic
352,2024-01-05,India,desktop,organic
353,2024-02-29,India,MOBILE,organic
354,2024-03-21,India,mobile,organic
355,2024-02-27,US,MOBILE,ads
356,2024-03-17,India,desktop,ads
357,2024-03-20,UK,mobile,organic
358,2024-02-17,UK,Mobile,organic
359,2024-02-22,UK,Mobile,ads
360,2024-02-29,India,Mobile,referral
361,2024-01-31,UK,desktop,referral
362,2024-02-22,UK,Mobile,organic
363,2024-01-02,UK,mobile,organic
364,2024-03-06,India,desktop,organic
365,2024-01-17,India,desktop,ads
366,2024-03-28,UK,MOBILE,organic
367,2024-01-30,India,mobile,referral
368,2024-03-03,US,Mobile,referral
369,2024-01-22,UK,MOBILE,ads
370,2024-03-08,US,mobile,ads
371,2024-01-17,US,mobile,organic
372,2024-03-22,UK,MOBILE,ads
373,2024-03-16,UK,Mobile,ads
374,2024-03-16,India,Mobile,referral
375,2024-03-19,UK,Mobile,ads
376,2024-01-26,India,desktop,referral
377,2024-03-21,India,mobile,organic
378,2024-01-29,UK,MOBILE,referral
379,2024-02-16,UK,desktop,organic
380,2024-03-07,,MOBILE,organic
381,2024-01-21,UK,mobile,ads
382,2024-01-06,UK,mobile,referral
383,2024-01-01,US,desktop,organic
384,2024-03-01,India,mobile,ads
385,2024-01-12,US,MOBILE,organic
386,2024-03-12,India,mobile,referral
387,2024-02-22,India,Mobile,referral
388,2024-03-11,UK,MOBILE,organic
389,2024-01-24,UK,Mobile,organic
390,2024-01-15,US,desktop,ads
391,2024-03-24,US,desktop,organic
392,2024-02-29,India,desktop,organic
393,2024-01-02,UK,Mobile,referral
394,2024-03-21,India,desktop,ads
395,2024-03-22,US,Mobile,ads
396,2024-01-11,UK,mobile,referral
397,2024-02-10,India,desktop,ads
398,2024-02-10,India,mobile,ads
399,2024-03-19,US,desktop,organic
400,2024-02-02,US,MOBILE,referral
401,2024-01-02,US,mobile,organic
402,2024-02-02,UK,desktop,organic
403,2024-03-06,,desktop,ads
404,2024-01-15,India,Mobile,ads
405,2024-03-15,India,Mobile,organic
406,2024-01-06,UK,Mobile,ads
407,2024-03-16,UK,desktop,ads
408,2024-03-24,US,Mobile,organic
409,2024-03-15,UK,MOBILE,ads
410,2024-01-22,US,Mobile,organic
411,2024-02-29,UK,Mobile,ads
412,2024-01-12,India,mobile,organic
413,2024-01-19,,MOBILE,ads
414,2024-02-22,UK,Mobile,organic
415,2024-03-10,UK,desktop,organic
416,2024-02-25,,Mobile,organic
417,2024-02-04,India,desktop,organic
418,2024-01-07,US,desktop,referral
419,2024-02-27,UK,MOBILE,ads
420,2024-01-20,US,desktop,referral
421,2024-02-05,India,desktop,organic
422,2024-03-06,US,MOBILE,organic
423,2024-02-11,,desktop,referral
424,2024-01-12,US,desktop,ads
425,2024-01-15,India,desktop,ads
426,2024-03-27,UK,desktop,referral
427,2024-02-06,UK,mobile,organic
428,2024-02-29,US,desktop,ads
429,2024-03-29,UK,Mobile,organic
430,2024-03-29,,desktop,referral
431,2024-01-05,US,MOBILE,ads
432,2024-02-05,,Mobile,organic
433,2024-01-10,India,desktop,organic
434,2024-01-10,UK,mobile,organic
435,2024-01-20,US,MOBILE,ads
436,2024-03-04,US,MOBILE,organic
437,2024-02-06,US,MOBILE,organic
438,2024-02-13,US,Mobile,referral
439,2024-03-01,India,desktop,organic
440,2024-02-06,UK,mobile,ads
441,2024-02-04,US,mobile,organic
442,2024-02-02,US,desktop,ads
443,2024-01-20,,MOBILE,ads
444,2024-03-29,UK,mobile,ads
445,2024-02-25,US,desktop,organic
446,2024-02-07,India,MOBILE,organic
447,2024-02-21,UK,desktop,ads
448,2024-01-08,,mobile,ads
449,2024-01-29,US,mobile,referral
450,2024-02-16,UK,Mobile,referral
451,2024-02-12,UK,desktop,organic
452,2024-01-26,UK,MOBILE,ads
453,2024-03-12,UK,MOBILE,ads
454,2024-01-19,UK,desktop,organic
455,2024-03-09,US,desktop,ads
456,2024-03-04,India,mobile,referral
457,2024-03-29,UK,mobile,organic
458,2024-01-31,UK,MOBILE,ads
459,2024-01-04,UK,desktop,referral
460,2024-01-13,UK,Mobile,referral
461,2024-01-01,India,desktop,ads
462,2024-03-25,US,MOBILE,ads
463,2024-01-15,UK,MOBILE,ads
464,2024-02-02,India,mobile,organic
465,2024-03-30,US,MOBILE,ads
466,2024-03-14,UK,mobile,organic
467,2024-01-26,,desktop,organic
468,2024-01-26,India,mobile,organic
469,2024-02-06,India,MOBILE,ads
470,2024-02-17,US,desktop,ads
471,2024-02-12,India,Mobile,organic
472,2024-03-20,UK,MOBILE,referral
473,2024-02-05,UK,Mobile,organic
474,2024-01-13,US,desktop,organic
475,2024-03-08,India,MOBILE,ads
476,2024-01-29,UK,Mobile,ads
477,2024-02-05,UK,desktop,organic
478,2024-01-04,UK,desktop,organic
479,2024-03-14,UK,Mobile,ads
480,2024-02-25,UK,mobile,organic
481,2024-02-05,US,desktop,referral
482,2024-01-01,US,mobile,ads
483,2024-01-13,UK,desktop,ads
484,2024-01-09,UK,Mobile,ads
485,2024-02-11,UK,MOBILE,ads
486,2024-02-06,US,MOBILE,referral
487,2024-02-29,UK,mobile,organic
488,2024-02-05,India,Mobile,ads
489,2024-02-16,India,MOBILE,referral
490,2024-01-21,India,MOBILE,organic
491,2024-02-04,UK,MOBILE,ads
492,2024-03-13,US,mobile,organic
493,2024-01-25,,Mobile,ads
494,2024-01-18,US,desktop,organic
495,2024-02-10,UK,Mobile,organic
496,2024-02-15,India,desktop,organic
497,2024-02-01,India,desktop,organic
498,2024-02-05,India,MOBILE,organic
499,2024-03-10,US,MOBILE,organic
500,2024-02-29,India,mobile,organic
501,2024-02-01,US,desktop,ads
502,2024-03-07,US,mobile,organic
503,2024-03-26,UK,Mobile,organic
504,2024-03-21,,Mobile,organic
505,2024-01-08,US,desktop,referral
506,2024-03-17,UK,Mobile,organic
507,2024-03-20,US,desktop,organic
508,2024-01-16,India,MOBILE,ads
509,2024-03-24,US,desktop,organic
510,2024-01-05,UK,MOBILE,ads
511,2024-01-30,US,desktop,organic
512,2024-03-12,UK,mobile,ads
513,2024-03-16,UK,desktop,organic
514,2024-02-05,US,desktop,organic
515,2024-03-25,US,mobile,ads
516,2024-03-15,UK,desktop,organic
517,2024-03-08,UK,desktop,referral
518,2024-02-12,US,MOBILE,referral
519,2024-01-12,UK,desktop,ads
520,2024-02-14,US,MOBILE,ads
521,2024-03-18,UK,MOBILE,organic
522,2024-01-14,India,mobile,organic
523,2024-01-02,India,desktop,referral
524,2024-01-10,UK,mobile,organic
525,2024-02-02,UK,desktop,organic
526,2024-03-20,UK,mobile,organic
527,2024-02-10,UK,mobile,organic
528,2024-01-08,US,MOBILE,organic
529,2024-03-08,India,MOBILE,referral
530,2024-01-13,UK,MOBILE,organic
531,2024-02-29,UK,MOBILE,organic
532,2024-01-02,UK,Mobile,organic
533,2024-01-05,UK,desktop,organic
534,2024-01-11,UK,Mobile,ads
535,2024-03-13,US,mobile,organic
536,2024-03-13,UK,desktop,organic
537,2024-03-20,UK,mobile,ads
538,2024-02-09,UK,Mobile,organic
539,2024-02-21,UK,desktop,organic
540,2024-03-03,UK,Mobile,organic
541,2024-01-07,US,desktop,referral
542,2024-03-26,,Mobile,organic
543,2024-01-21,India,Mobile,ads
544,2024-03-27,India,Mobile,ads
545,2024-01-13,India,desktop,ads
546,2024-02-22,UK,mobile,organic
547,2024-03-21,India,MOBILE,ads
548,2024-01-21,UK,Mobile,organic
549,2024-03-08,UK,MOBILE,ads
550,2024-02-21,UK,desktop,ads
551,2024-01-13,India,MOBILE,ads
552,2024-01-09,UK,desktop,organic
553,2024-01-29,India,desktop,organic
554,2024-02-29,UK,MOBILE,ads
555,2024-02-03,US,desktop,ads
556,2024-03-19,UK,Mobile,ads
557,2024-03-23,India,MOBILE,ads
558,2024-01-08,India,mobile,ads
559,2024-01-01,India,MOBILE,organic
560,2024-01-17,,mobile,organic
561,2024-01-31,India,Mobile,referral
562,2024-03-23,UK,MOBILE,organic
563,2024-02-27,India,desktop,referral
564,2024-01-08,India,desktop,organic
565,2024-03-21,India,MOBILE,organic
566,2024-03-13,US,desktop,organic
567,2024-02-05,UK,desktop,organic
568,2024-03-29,US,desktop,referral
569,2024-01-10,UK,MOBILE,organic
570,2024-01-02,UK,mobile,referral
571,2024-01-16,UK,MOBILE,organic
572,2024-01-10,US,MOBILE,ads
573,2024-03-13,US,Mobile,ads
574,2024-03-29,India,MOBILE,organic
575,2024-03-25,UK,Mobile,referral
576,2024-01-21,India,MOBILE,organic
577,2024-02-08,UK,mobile,ads
578,2024-01-21,UK,mobile,referral
579,2024-02-15,UK,Mobile,organic
580,2024-03-15,US,desktop,referral
581,2024-01-22,US,mobile,organic
582,2024-01-29,UK,MOBILE,referral
583,2024-03-19,US,MOBILE,organic
584,2024-01-22,US,mobile,ads
585,2024-01-03,India,Mobile,organic
586,2024-01-30,UK,Mobile,referral
587,2024-01-08,US,MOBILE,referral
588,2024-01-05,UK,MOBILE,organic
589,2024-03-04,UK,Mobile,organic
590,2024-01-21,UK,Mobile,ads
591,2024-03-06,US,mobile,ads
592,2024-02-05,India,desktop,referral
593,2024-01-12,UK,desktop,ads
594,2024-02-22,US,Mobile,ads
595,2024-03-10,UK,mobile,organic
596,2024-01-04,UK,MOBILE,organic
597,2024-01-26,US,mobile,organic
598,2024-01-21,India,desktop,organic
599,2024-02-26,US,mobile,ads
600,2024-01-04,US,Mobile,organic
601,2024-03-20,India,MOBILE,ads
602,2024-01-24,UK,desktop,ads
603,2024-02-29,UK,mobile,ads
604,2024-03-23,India,mobile,ads
605,2024-02-27,UK,Mobile,referral
606,2024-01-19,US,MOBILE,organic
607,2024-02-24,India,Mobile,organic
608,2024-02-16,,MOBILE,organic
609,2024-02-02,US,MOBILE,organic
610,2024-02-16,India,desktop,referral
611,2024-03-15,UK,desktop,ads
612,2024-03-01,,Mobile,organic
613,2024-03-10,US,mobile,ads
614,2024-01-19,India,desktop,organic
615,2024-03-09,UK,mobile,organic
616,2024-01-21,US,mobile,ads
617,2024-03-30,India,Mobile,referral
618,2024-02-04,US,mobile,organic
619,2024-02-10,India,MOBILE,organic
620,2024-02-26,UK,MOBILE,organic
621,2024-03-25,India,MOBILE,organic
622,2024-03-26,India,Mobile,organic
623,2024-01-14,India,MOBILE,organic
624,2024-03-29,UK,MOBILE,organic
625,2024-02-25,India,desktop,referral
626,2024-02-26,US,desktop,organic
627,2024-01-07,India,Mobile,organic
628,2024-03-15,,Mobile,referral
629,2024-01-21,India,MOBILE,ads
630,2024-01-14,UK,desktop,referral
631,2024-03-09,UK,desktop,organic
632,2024-02-18,US,mobile,referral
633,2024-01-12,US,mobile,organic
634,2024-03-08,US,mobile,referral
635,2024-02-02,US,mobile,organic
636,2024-01-28,UK,mobile,ads
637,2024-02-18,US,desktop,organic
638,2024-03-05,US,mobile,referral
639,2024-02-26,UK,desktop,referral
640,2024-02-20,UK,desktop,organic
641,2024-02-09,India,Mobile,organic
642,2024-03-04,UK,mobile,organic
643,2024-01-07,UK,desktop,organic
644,2024-03-26,India,MOBILE,referral
645,2024-03-26,India,desktop,organic
646,2024-02-09,,desktop,ads
647,2024-03-06,India,desktop,organic
648,2024-02-13,US,MOBILE,ads
649,2024-02-08,UK,mobile,organic
650,2024-02-12,UK,Mobile,organic
651,2024-01-12,US,MOBILE,organic
652,2024-02-10,US,mobile,organic
653,2024-01-09,US,MOBILE,referral
654,2024-03-22,India,MOBILE,ads
655,2024-01-02,US,Mobile,organic
656,2024-01-27,India,MOBILE,ads
657,2024-01-01,India,MOBILE,referral
658,2024-02-17,India,MOBILE,ads
659,2024-01-19,UK,MOBILE,ads
660,2024-01-16,,mobile,referral
661,2024-01-21,UK,desktop,organic
662,2024-02-28,India,Mobile,ads
663,2024-01-03,US,mobile,referral
664,2024-01-26,India,mobile,referral
665,2024-01-09,UK,desktop,organic
666,2024-02-29,US,Mobile,referral
667,2024-03-13,US,desktop,referral
668,2024-03-16,US,desktop,organic
669,2024-01-28,UK,desktop,ads
670,2024-02-04,India,mobile,ads
671,2024-03-22,UK,mobile,organic
672,2024-01-22,UK,MOBILE,organic
673,2024-01-15,India,mobile,organic
674,2024-01-16,India,Mobile,ads
675,2024-01-28,UK,desktop,referral
676,2024-01-01,UK,Mobile,organic
677,2024-03-07,UK,mobile,organic
678,2024-01-15,India,Mobile,ads
679,2024-02-22,UK,desktop,referral
680,2024-01-17,UK,Mobile,organic
681,2024-03-19,India,mobile,referral
682,2024-01-23,India,desktop,organic
683,2024-02-07,India,mobile,ads
684,2024-02-04,US,Mobile,organic
685,2024-03-24,India,MOBILE,ads
686,2024-01-26,,desktop,referral
687,2024-03-23,,Mobile,ads
688,2024-03-13,UK,mobile,referral
689,2024-03-03,US,MOBILE,referral
690,2024-01-19,UK,desktop,organic
691,2024-02-22,US,MOBILE,organic
692,2024-01-09,India,MOBILE,organic
693,2024-01-14,US,Mobile,organic
694,2024-03-18,UK,MOBILE,organic
695,2024-01-08,UK,mobile,ads
696,2024-02-10,,Mobile,organic
697,2024-03-02,UK,desktop,organic
698,2024-01-11,,desktop,ads
699,2024-01-21,India,MOBILE,organic
700,2024-02-13,India,mobile,ads
701,2024-01-09,UK,mobile,organic
702,2024-03-05,India,Mobile,organic
703,2024-03-16,UK,desktop,ads
704,2024-01-19,UK,mobile,organic
705,2024-01-21,UK,MOBILE,ads
706,2024-02-20,India,Mobile,organic
707,2024-01-04,US,mobile,referral
708,2024-03-06,India,Mobile,ads
709,2024-01-01,India,desktop,organic
710,2024-01-25,India,mobile,organic
711,2024-03-30,UK,Mobile,organic
712,2024-03-05,US,mobile,organic
713,2024-02-09,US,MOBILE,organic
714,2024-02-25,US,mobile,organic
715,2024-02-15,India,MOBILE,organic
716,2024-03-30,US,mobile,ads
717,2024-03-02,US,desktop,referral
718,2024-01-09,UK,mobile,ads
719,2024-03-28,US,Mobile,ads
720,2024-02-10,India,MOBILE,ads
721,2024-01-19,US,Mobile,organic
722,2024-01-01,US,Mobile,organic
723,2024-03-12,UK,mobile,ads
724,2024-02-02,UK,Mobile,referral
725,2024-03-09,India,Mobile,organic
726,2024-01-30,India,Mobile,organic
727,2024-03-24,UK,desktop,ads
728,2024-02-02,US,desktop,organic
729,2024-01-28,US,mobile,organic
730,2024-01-15,UK,desktop,ads
731,2024-03-14,US,Mobile,ads
732,2024-01-14,UK,desktop,organic
733,2024-02-08,UK,MOBILE,ads
